the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.89593258878058 40.671614748023906),3,Brooklyn,305,42,55,19,8,BR02122,SW,Pennsylvania Av,PITKIN AV,-73.895934,40.671623,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88689459192699 40.68323974520576),3,Brooklyn,305,37,54,18,7,BR02123,NW,JAMAICA AV,CLEVELAND ST,-73.886896,40.683248,Highland Park-Cypress Hills Cemeteries (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00318156057394 40.57710977052882),3,Brooklyn,313,47,46,23,8,BR02124,NE,37 ST,NEPTUNE AV,-74.003183,40.577118,Coney Island-Sea Gate,AE,,1
POINT (-73.95566557230246 40.64067575614974),3,Brooklyn,314,45,42,21,9,BR02125,NE,FLATBUSH AV,AV D,-73.955667,40.640684,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96643956930917 40.63234875766801),3,Brooklyn,314,45,44,21,9,BR02126,SE,FOSTER AV,CONEY ISLAND AV,-73.966441,40.632357,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93947157598816 40.65636475222813),3,Brooklyn,309,41,43,20,9,BR02127,NE,ALBANY AV,CLARKSON AV,-73.939473,40.656373,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93975357631547 40.65754375180116),3,Brooklyn,309,40,43,20,9,BR02128,SE,ALBANY AV,WINTHROP ST,-73.939755,40.657552,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96881656527516 40.68753974733939),3,Brooklyn,302,35,57,25,7,BR02129,SW,VANDERBILT AV,LAFAYETTE AV,-73.968818,40.687548,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96862556469004 40.6865667471931),3,Brooklyn,302,35,57,25,7,BR02130,NW,VANDERBILT AV,GREENE AV,-73.968627,40.686575,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90005658703913 40.677143747239136),3,Brooklyn,305,37,54,25,7,BR02132,NE,JAMAICA AV,BROADWAY,-73.900058,40.677152,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9237925783902 40.6997647432287),3,Brooklyn,304,37,53,18,7,BR02136,NW,DEKALB AV,WILSON AV,-73.923794,40.699773,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9196755794364 40.70395474220613),3,Brooklyn,304,37,53,18,7,BR02137,SW,DEKALB AV,WYCKOFF AV,-73.919677,40.703963,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96092157321958 40.598247764352635),3,Brooklyn,315,48,45,22,8,BR02140,SE,AV U,CONEY ISLAND AV,-73.960923,40.598256,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96054857287517 40.591878765987765),3,Brooklyn,315,48,45,22,8,BR02141,NE,CONEY ISLAND AV,AV X,-73.96055,40.591887,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89834358824267 40.6689747482719),3,Brooklyn,305,42,60,19,8,BR02143,NW,SUTTER AV,ALABAMA AV,-73.898345,40.668983,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91116558387088 40.66968774906292),3,Brooklyn,316,41,55,25,8,BR02144,NW,PITKIN AV,ROCKAWAY AV,-73.911167,40.669696,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90893658610513 40.66224775028946),3,Brooklyn,316,42,55,19,8,BR02146,SW,ROCKAWAY AV,LIVONIA AV,-73.908938,40.662256,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92578757770393 40.697725743859706),3,Brooklyn,304,34,53,18,7,BR02147,SW,DEKALB AV,MYRTLE AV,-73.925789,40.697734,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90933958484517 40.66382474989879),3,Brooklyn,316,41,55,25,8,BR02148,SW,ROCKAWAY AV,DUMONT AV,-73.909341,40.663833,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92278758060118 40.66678675014691),3,Brooklyn,316,41,55,25,9,BR02149,SW,RALPH AV,EAST NEW YORK AV,-73.922789,40.666795,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9162825833152 40.66983474869091),3,Brooklyn,316,41,55,25,8,BR02150,SE,East New York Av,STRAUSS ST,-73.916284,40.669843,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92291458056707 40.66691475002878),3,Brooklyn,316,41,55,25,9,BR02151,SW,East New York Av,RALPH AV,-73.922916,40.666923,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91108258449486 40.67600074765483),3,Brooklyn,316,41,55,25,8,BR02153,SW,ROCKAWAY AV,ATLANTIC AV,-73.911084,40.676009,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97871456199027 40.68442974833354),3,Brooklyn,302,33,52,26,10,BR02156,SW,ATLANTIC AV,4 AV,-73.978716,40.684438,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93547357554692 40.68351174674808),3,Brooklyn,303,36,56,25,8,BR02157,NW,HALSEY ST,LEWIS AV,-73.935475,40.68352,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89944858937461 40.65908475060489),3,Brooklyn,316,42,55,19,8,BR02158,NW,NEW LOTS AV,VAN SINDEREN AV,-73.89945,40.659093,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89665358818883 40.675879746590056),3,Brooklyn,305,37,54,19,8,BR0216,NE,ATLANTIC AV,Pennsylvania Av,-73.896655,40.675888,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89295659061123 40.6619697494668),3,Brooklyn,305,42,60,19,8,BR02161,NE,NEW LOTS AV,Pennsylvania Av,-73.892958,40.661978,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87421059606976 40.67233474699586),3,Brooklyn,305,42,60,19,8,BR02162,SE,SUTTER AV,FOUNTAIN AV,-73.874212,40.672343,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94144857438779 40.67986374819913),3,Brooklyn,303,36,56,20,8,BR02165,SW,FULTON ST,KINGSTON AV,-73.94145,40.679872,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89862758908036 40.66878574820143),3,Brooklyn,305,42,60,19,8,BR02166,SE,SUTTER AV,WILLIAMS AV,-73.898629,40.668794,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88476759397095 40.65040275147628),3,Brooklyn,305,42,60,19,8,BR02167,SW,Pennsylvania Av,VANDALIA AV,-73.884769,40.650411,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97180057028707 40.57954076856109),3,Brooklyn,313,48,46,23,8,BR02169,SE,W 5 ST,NEPTUNE AV,-73.971802,40.579549,Coney Island-Sea Gate,AE,,1
POINT (-73.9414625733387 40.686000746211924),3,Brooklyn,303,36,56,25,8,BR02170,NE,THROOP AV,MADISON ST,-73.941464,40.686009,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00764755609892 40.620317761484344),3,Brooklyn,310,43,49,26,11,BR02171,SW,BAY RIDGE PKWY,13 AV,-74.007649,40.620326,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00343855701428 40.64124875719316),3,Brooklyn,312,38,49,17,10,BR02173,NE,8 AV,50 ST,-74.00344,40.641257,Sunset Park (East)-Borough Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91638558372456 40.6497037525905),3,Brooklyn,317,42,58,19,9,BR02174,NE,REMSEN AV,AV B,-73.916387,40.649712,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92240658165201 40.64684575319669),3,Brooklyn,317,45,58,21,9,BR02175,NE,BEVERLY RD,E 58 ST,-73.922408,40.646854,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87420659556805 40.689130743940744),3,Brooklyn,305,37,54,18,7,BR02176,SW,JAMAICA AV,CRESCENT ST,-73.874208,40.689139,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00384155392781 40.68283974954713),3,Brooklyn,306,39,51,26,10,BR02177,SW,COLUMBIA ST,CARROLL ST,-74.003843,40.682848,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.95302957101782 40.6769867489394),3,Brooklyn,308,35,57,20,9,BR02179,SW,DEAN ST,BEDFORD AV,-73.953031,40.676995,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01203155591206 40.61279676348334),3,Brooklyn,310,43,46,26,11,BR02180,SW,86 ST,14 AV,-74.012033,40.612805,Dyker Beach Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88868859217465 40.66369274872511),3,Brooklyn,305,42,60,19,8,BR02181,SE,NEW LOTS AV,MILLER AV,-73.88869,40.663701,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86263160018045 40.66909174715754),3,Brooklyn,305,42,60,19,8,BR02182,SE,ELDERT LANE,LINDEN BLVD,-73.862633,40.6691,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97186156606399 40.65042475465687),3,Brooklyn,314,40,42,20,10,BR02183,NE,CONEY ISLAND AV,PARK CIRCLE,-73.971863,40.650433,Prospect Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96684556884927 40.632005757768496),3,Brooklyn,314,40,44,21,9,BR02186,SW,CONEY ISLAND AV,FOSTER AV,-73.966847,40.632014,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97582256668993 40.62594375975859),3,Brooklyn,312,44,48,22,9,BR02187,SE,AV I,MCDONALD AV,-73.975824,40.625952,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99757056159143 40.59881776595202),3,Brooklyn,311,47,47,17,11,BR02189,NW,BATH AV,BAY PKWY,-73.997572,40.598826,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93069857983444 40.65163375333671),3,Brooklyn,317,45,58,21,9,BR02192,SW,CHURCH AV,UTICA AV,-73.9307,40.651642,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94660857415273 40.651214753922524),3,Brooklyn,317,40,43,21,9,BR02193,NE,NEW YORK AV,CHURCH AV,-73.94661,40.651223,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95247057180684 40.65133875339216),3,Brooklyn,317,40,42,21,9,BR02194,SE,ROGERS AV,Martense St,-73.952472,40.651347,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94500857645224 40.6163217605735),3,Brooklyn,314,45,41,21,9,BR0571,NW,NOSTRAND AV,KINGS HWY,-73.94501,40.61633,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95679657093876 40.65506875358778),3,Brooklyn,309,40,43,20,9,BR02195,NW,CLARKSON AV,BEDFORD AV,-73.956798,40.655077,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93027857945883 40.652001752670685),3,Brooklyn,317,41,58,20,9,BR02196,NE,UTICA AV,CHURCH AV,-73.93028,40.65201,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91981558299335 40.652967752483576),3,Brooklyn,317,41,58,19,9,BR02197,NE,CHURCH AV,REMSEN AV,-73.919817,40.652976,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93095657638555 40.691934745213665),3,Brooklyn,303,36,56,25,8,BR02199,SW,MALCOLM X BLVD,LAFAYETTE AV,-73.930958,40.691943,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.955286567486 40.71014974275698),3,Brooklyn,301,34,53,18,7,BR02200,NE,RODNEY ST,S 3 ST,-73.955288,40.710158,Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95109957061325 40.68621174722752),3,Brooklyn,303,36,57,25,8,BR02204,NW,GATES AV,NOSTRAND AV,-73.951101,40.68622,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96271057306808 40.577439768242996),3,Brooklyn,313,48,46,23,8,BR02206,NW,Brighton Beach Av,BRIGHTON 5 ST,-73.962712,40.577448,Brighton Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.95131557630283 40.599662764228356),3,Brooklyn,315,48,41,22,8,BR02208,NE,OCEAN AV,AV U,-73.951317,40.599671,Madison,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91551158343772 40.66130575069909),3,Brooklyn,316,42,55,25,8,BR02211,SW,SARATOGA AV,LIVONIA AV,-73.915513,40.661314,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94395757108387 40.71134674190593),3,Brooklyn,301,34,53,18,7,BR02213,SW,GRAHAM AV,GRAND ST,-73.943959,40.711355,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92669057721962 40.70116674305235),3,Brooklyn,304,34,53,18,7,BR02214,SW,WILSON AV,STARR ST,-73.926692,40.701175,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96061557344281 40.58719876683368),3,Brooklyn,313,48,45,23,8,BR02216,SW,AV Z,CONEY ISLAND AV,-73.960617,40.587207,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.89599059073504 40.65213975145643),3,Brooklyn,318,42,60,19,8,BR02234,NE,E 108 ST,FARRAGUT RD,-73.895992,40.652148,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89434759129189 40.65067475183093),3,Brooklyn,318,42,60,19,8,BR02235,NE,E 108 ST,GLENWOOD RD,-73.894349,40.650683,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89733159022366 40.653348751594),3,Brooklyn,318,42,60,19,8,BR02236,SE,E 108 ST,STANLEY AV,-73.897333,40.653357,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94250157477974 40.665210750398614),3,Brooklyn,309,35,43,20,9,BR02237,NE,KINGSTON AV,MONTGOMERY ST,-73.942503,40.665219,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9867135637719 40.60589776381017),3,Brooklyn,311,44,47,17,11,BR02238,SE,KINGS HWY,STILLWELL AV,-73.986715,40.605906,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97931956556631 40.6157047613927),3,Brooklyn,311,44,47,17,9,BR02239,NE,BAY PKWY,62 ST,-73.979321,40.615713,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00015956156406 40.57739677011337),3,Brooklyn,313,47,46,23,8,BR02240,NW,W 33 ST,NEPTUNE AV,-74.000161,40.577405,Coney Island-Sea Gate,AE,,1
POINT (-73.9851115658171 40.57665376991698),3,Brooklyn,313,47,46,23,8,BR02241,NW,MERMAID AV,W 17 ST,-73.985113,40.576662,Coney Island-Sea Gate,AE,,1
POINT (-73.9937305626782 40.59331476643602),3,Brooklyn,311,43,47,17,11,BR02242,NE,CROPSEY AV,BAY 38 ST,-73.993732,40.593323,Gravesend (West),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.98704556290447 40.62178876054542),3,Brooklyn,312,44,48,22,9,BR02243,SE,60 ST,18 AV,-73.987047,40.621797,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95267157672527 40.57700476861614),3,Brooklyn,315,48,45,23,8,BR02244,NE,ORIENTAL BLVD,WEST END AV,-73.952673,40.577013,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,AE,,1
POINT (-73.96649857045962 40.6058907630252),3,Brooklyn,315,44,45,22,9,BR02245,NE,KINGS HWY,OCEAN PKWY,-73.9665,40.605899,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9396455808931 40.57815776752525),3,Brooklyn,315,48,45,23,8,BR02246,SW,ORIENTAL BLVD,MACKENZIE ST,-73.939647,40.578166,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.96134257278423 40.59843276420013),3,Brooklyn,315,47,45,22,8,BR02247,NW,CONEY ISLAND AV,AV U,-73.961344,40.598441,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.917809581949 40.685625746029494),3,Brooklyn,303,41,55,25,8,BR02248,NW,SARATOGA AV,HALSEY ST,-73.917811,40.685634,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94694557417587 40.655701752784374),3,Brooklyn,309,40,43,20,9,BR02249,NE,CLARKSON AV,NEW YORK AV,-73.946947,40.65571,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89366959187485 40.63721375471457),3,Brooklyn,318,46,59,19,8,BR02250,NW,ROCKAWAY PKWY,AV M,-73.893671,40.637222,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89133259317094 40.6354197547839),3,Brooklyn,318,46,58,19,8,BR02251,SE,ROCKAWAY PKWY,AV N,-73.891334,40.635428,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.92756557886288 40.67493374849084),3,Brooklyn,308,41,56,20,9,BR02253,NE,BERGEN ST,ROCHESTER AV,-73.927567,40.674942,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94234257448822 40.666939750769124),3,Brooklyn,309,35,43,20,9,BR02254,NE,KINGSTON AV,CARROLL ST,-73.942344,40.666948,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94578957428162 40.66431975071948),3,Brooklyn,309,35,43,20,9,BR02255,NW,EMPIRE BLVD,BROOKLYN AV,-73.945791,40.664328,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99072956010207 40.64339075625812),3,Brooklyn,312,39,51,17,10,BR02256,SW,39 ST,FT HAMILTON PKWY,-73.990731,40.643399,Sunset Park (East)-Borough Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92093158203505 40.652682752145196),3,Brooklyn,317,41,58,20,9,BR02257,NW,RALPH AV,CHURCH AV,-73.920933,40.652691,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96041856846858 40.67298874988519),3,Brooklyn,308,35,57,20,9,BR02368,SE,ST JOHNS PL,CLASSON AV,-73.96042,40.672997,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93790957499166 40.68180874755627),3,Brooklyn,303,36,56,25,8,BR02370,NW,Marcus Garvey Blvd,MACDONOUGH ST,-73.937911,40.681817,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97380856495487 40.65613275393215),3,Brooklyn,307,39,44,20,10,BR02373,SW,Prospect Park Southwest,TERRACE PL,-73.97381,40.656141,Windsor Terrace-South Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96743657222639 40.581710767968424),3,Brooklyn,313,47,46,23,8,BR02375,NW,OCEAN PKWY,WEST AV,-73.967438,40.581719,Coney Island-Sea Gate,AE,,1
POINT (-73.92900157752635 40.68413274645261),3,Brooklyn,303,36,56,25,8,BR02377,SE,HALSEY ST,MALCOLM X BLVD,-73.929003,40.684141,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93821257462568 40.68333174694709),3,Brooklyn,303,36,56,25,8,BR02378,NW,Marcus Garvey Blvd,HALSEY ST,-73.938214,40.68334,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93773757494873 40.68312774686732),3,Brooklyn,303,36,56,25,8,BR02379,SE,HALSEY ST,MARCUS GARVEY BLVD,-73.937739,40.683136,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93160157966079 40.64206375488313),3,Brooklyn,317,45,58,21,9,BR02380,NW,AV D,E 48 ST,-73.931603,40.642072,East Flatbush-Farragut,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92981057983135 40.64218175485034),3,Brooklyn,317,45,58,21,9,BR02381,NW,AV D,UTICA AV,-73.929812,40.64219,East Flatbush-Farragut,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00338755670032 40.64189875736862),3,Brooklyn,307,38,49,17,10,BR02383,NW,49 ST,8 AV,-74.003389,40.641907,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96444756667572 40.68288474833603),3,Brooklyn,302,35,57,25,7,BR02385,SE,FULTON ST,WASHINGTON AV,-73.964449,40.682893,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00572355408124 40.673987751403665),3,Brooklyn,306,38,51,26,10,BR02386,SE,LORRAINE ST,HICKS ST,-74.005725,40.673996,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,AE,,1
POINT (-73.94386057188713 40.711907741755546),3,Brooklyn,301,34,50,18,7,BR02389,NE,GRAHAM AV,GRAND ST,-73.943862,40.711916,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92988957986492 40.64836875359473),3,Brooklyn,317,45,58,21,9,BR02391,NE,UTICA AV,TILDEN AV,-73.929891,40.648377,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99455855974549 40.63656475825397),3,Brooklyn,312,44,48,22,10,BR02392,NE,49 ST,NEW UTRECHT AV,-73.99456,40.636573,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9577075680633 40.69249274592603),3,Brooklyn,303,33,57,25,8,BR02620,SW,FRANKLIN AV,WILLOUGHBY AV,-73.957709,40.692501,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96181256785414 40.66983675087743),3,Brooklyn,309,35,57,20,9,BR02621,NE,CLASSON AV,PRESIDENT ST,-73.961814,40.669845,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96514756584354 40.686712747124304),3,Brooklyn,302,35,57,25,7,BR02622,SE,GREENE AV,WASHINGTON AV,-73.965149,40.686721,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94793456995359 40.70582674283218),3,Brooklyn,301,34,53,18,7,BR02624,NE,LORIMER ST,BOERUM ST,-73.947936,40.705835,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97056256989512 40.59057576609309),3,Brooklyn,315,47,45,22,8,BR02625,NW,AV X,WEST ST,-73.970564,40.590584,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.02306655164985 40.614269763966924),3,Brooklyn,310,43,46,26,11,BR02626,SW,7 AV,92 ST,-74.023068,40.614278,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97108756842175 40.62418175992849),3,Brooklyn,312,44,48,22,9,BR0511,NW,AV J,OCEAN PKWY,-73.971089,40.62419,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97917156737199 40.59294076645855),3,Brooklyn,313,47,45,23,8,BR0524,SW,86 ST,W 8 ST,-73.979173,40.592949,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.99514456360961 40.57272377092783),3,Brooklyn,313,47,46,23,8,BR0529,SW,SURF AV,W 29 ST,-73.995146,40.572732,Coney Island-Sea Gate,AE,,1
POINT (-73.98986156554912 40.57382177071864),3,Brooklyn,313,47,46,23,8,BR0530,SW,SURF AV,W 23 ST,-73.989863,40.57383,Coney Island-Sea Gate,AE,,1
POINT (-73.97389157027825 40.57499876993005),3,Brooklyn,313,48,46,23,8,BR0531,NW,SURF AV,W 5 ST,-73.973893,40.575007,Coney Island-Sea Gate,AE,,1
POINT (-73.96693757179284 40.58473676716807),3,Brooklyn,313,47,45,23,8,BR0534,NW,OCEAN PKWY,SHORE PKWY,-73.966939,40.584745,Gravesend (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.97213356997084 40.579219768854145),3,Brooklyn,313,48,46,23,8,BR0538,SW,W 5 ST,NEPTUNE AV,-73.972135,40.579228,Coney Island-Sea Gate,AE,,1
POINT (-73.96033057397551 40.5819547680469),3,Brooklyn,313,48,45,23,8,BR0539,NW,NEPTUNE AV,CONEY ISLAND AV,-73.960332,40.581963,Brighton Beach,AE,,1
POINT (-73.95953357478852 40.58194576762422),3,Brooklyn,313,48,45,23,8,BR0540,NE,NEPTUNE AV,CONEY ISLAND AV,-73.959535,40.581954,Brighton Beach,AE,,1
POINT (-73.96723457237877 40.58134676830016),3,Brooklyn,313,48,46,23,8,BR0542,SE,OCEAN PKWY,WEST AV - MAIN DR,-73.967236,40.581355,Brighton Beach,AE,,1
POINT (-73.99502856319162 40.57541076978694),3,Brooklyn,313,47,46,23,8,BR0546,SE,MERMAID AV,W 29 ST,-73.99503,40.575419,Coney Island-Sea Gate,AE,,1
POINT (-73.98866156552198 40.57611677015687),3,Brooklyn,313,47,46,23,8,BR0547,SE,MERMAID AV,W 22 ST,-73.988663,40.576125,Coney Island-Sea Gate,AE,,1
POINT (-73.95739357226597 40.630198758213545),3,Brooklyn,314,45,42,21,9,BR0563,SW,OCEAN AV,AV H,-73.957395,40.630207,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95647957280748 40.62540575932107),3,Brooklyn,314,45,48,22,9,BR0564,SW,OCEAN AV,AV J,-73.956481,40.625414,Midwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96274657111324 40.612742761501615),3,Brooklyn,314,48,45,22,9,BR0565,NE,CONEY ISLAND AV,AV O,-73.962748,40.612751,Midwood,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92121958200919 40.652595752652985),3,Brooklyn,317,41,58,20,9,BR02258,NW,CHURCH AV,RALPH AV,-73.921221,40.652604,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93537458089659 40.60160876289245),3,Brooklyn,315,46,41,22,8,BR02259,NW,AV U,GERRITSEN AV,-73.935376,40.601617,Madison,X,AREA OF MINIMAL FLOOD HAZARD,3
